arxiv_identity	first_public_utc	title	categories	screening_route	denominator_action	closure_reason	withdrawal_status
2608.30361v1	2026-08-31T07:20:45Z	Search for proton decay into a single charged antilepton and a massless invisible particle using the full pure water data set of Super-Kamiokande	hep-ex	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30362v1	2026-08-31T07:20:45Z	Will the User Ever Know? Covert Indirect Prompt Injection on Tool-Using LLM Agents	cs.AI,cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30363v1	2026-08-31T07:20:47Z	Quantum Imaginary Time Evolution on an Infinite 1D Chain	quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30364v1	2026-08-31T07:22:01Z	Beyond Churn: Predicting Financial Fragmentation in Retail Banking with Temporal Machine Learning	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30365v1	2026-08-31T07:24:45Z	Continuity of the magnitude for finite metric spaces with nonnegative weightings	math.MG	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30366v1	2026-08-31T07:24:57Z	Mode Connectivity Beyond Classifiers: Evidence from Generative and Contrastive Models	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30367v1	2026-08-31T07:25:12Z	Beat-Synchronous Tokenization for ECG Transformers	cs.LG,eess.SP	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30368v1	2026-08-31T07:25:51Z	SpectraTac: A Compact Camera-Free Optical Tactile Sensor with Distributed Color Sensing	cs.RO	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30369v1	2026-08-31T07:25:51Z	Augmenting Human Performance with an XR Agent Learning from Online Behavior and BCI Evidence	cs.AI,cs.HC	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30370v1	2026-08-31T07:26:00Z	Marginal spectral distributions on regular bipartite unitary orbits	quant-ph,math-ph,math.FA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30371v1	2026-08-31T07:27:10Z	MCSeg: Pre-training and Fine-tuning Volumetric Pyramid Transformer for Multi-modal Cardiac Image Segmentation	cs.CV	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30372v1	2026-08-31T07:28:31Z	Auditing MCQA Benchmarks through Probability Landscapes	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30373v1	2026-08-31T07:28:55Z	Beyond Consensus: Downward Bias and Role Asymmetry in Multi-Agent LLM Judges for Subjective Evaluation	cs.CL	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30374v1	2026-08-31T07:30:48Z	Compact and Infinite-Order Error Analysis for Null-Space SVD Estimation	math.ST,cs.LG	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30375v1	2026-08-31T07:31:03Z	First-principle predictions of fragmentation functions via quantum computing	hep-ph,quant-ph	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30376v1	2026-08-31T07:35:03Z	Kathleen Remembers: Length-Invariant One-Shot Recall Without Attention	cs.CL,cs.LG	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30377v1	2026-08-31T07:35:22Z	Optimal Transport of an Anisotropic Tracer in Dense Active Suspensions	cond-mat.soft	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30378v1	2026-08-31T07:36:11Z	PAVE: Predictive Alignment and Value-Guided Evolution for World-Action Policies	cs.RO,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30379v1	2026-08-31T07:37:01Z	KORD: Breaking the Key-Generation Bottleneck in Dealerless FSS via Protocol--Hardware Co-Design	cs.CR,cs.AR	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30380v1	2026-08-31T07:37:42Z	Morita Induction and Geometric Ideals in $\ell^p$ Roe-Type Algebras	math.FA	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30381v1	2026-08-31T07:37:47Z	Pseudospin Dynamics of Charge Order	cond-mat.str-el	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30382v1	2026-08-31T07:37:57Z	Convergence rates for the RMSprop optimizer with full control of the hyperparameters	cs.LG,math.OC,math.PR	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30383v1	2026-08-31T07:39:15Z	Using Hyper-V Sockets for Real-time Data Extraction from a Malware Analysis Sandbox	cs.CR	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30384v1	2026-08-31T07:40:57Z	RSLM: Training-Free Vector Quantization for Approximate Nearest Neighbor Search	cs.LG,cs.IR	core-daily-full-semantic-screen	pre-denominator closure	task/dataset contribution without a durable system-design delta after title-and-abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30385v1	2026-08-31T07:41:09Z	Detecting DBMS Bugs by Constructing Equivalent Representations of Intermediate Query Results	cs.DB,cs.SE	daily-keyword-route-semantic-screen	pre-denominator closure	registered routed topic reviewed; local/domain result does not change a durable AI-system design judgment	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30386v1	2026-08-31T07:42:43Z	DASC: Decay-Aware State Compression for Hybrid Linear-Attention Serving	cs.LG,cs.AI	core-daily-full-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30387v1	2026-08-31T07:42:57Z	Attesting Outputs and Delegation Ancestry in Multi-Agent AI Systems	cs.CR	daily-keyword-route-semantic-screen	retained	retained: durable AI-system mechanism or ownership/evaluation-contract delta	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30388v1	2026-08-31T07:43:02Z	PRISM: Predictive Recomposition via Semantic Latent Decomposition for View-invariant Video Representation Learning	cs.CV,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	AI research identity reviewed; no durable mechanism, ownership, or evaluation-contract delta at denominator admission	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30389v1	2026-08-31T07:43:13Z	$13$ unknowns over quadratic integer rings and Lucas congruences	math.NT,math.LO	adjacent-category-false-negative-check	pre-denominator closure	outside registered Daily routes and no adjacent-category false-negative signal after title/abstract review	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30390v1	2026-08-31T07:43:50Z	Uncertainty of Vision Medical Foundation Models	cs.LG	core-daily-full-semantic-screen	pre-denominator closure	application-specific study; title/abstract does not change a reusable AI-system state, control, or evaluation contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
2608.30391v1	2026-08-31T07:47:45Z	Using Grounded Theory for Agent Behavior Analysis at Scale	cs.CL,cs.AI	core-daily-full-semantic-screen	pre-denominator closure	local model/task improvement without a changed long-term platform, training, inference, or evidence contract	not-withdrawn (official exact-v1 API metadata checked; no explicit withdrawal notice)
